time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,breakdown_topic,breakdown,Res_3851,Res_52,Res_tot
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,873,Cambridgeshire,Ethnicity,White - Any other White background,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,873,Cambridgeshire,Ethnicity,White - Gypsy/Roma,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,873,Cambridgeshire,Ethnicity,White - Irish,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,873,Cambridgeshire,Ethnicity,White - Traveller of Irish heritage,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,873,Cambridgeshire,Ethnicity,White - White British,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,873,Cambridgeshire,Sex,Female,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,873,Cambridgeshire,Sex,Male,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,873,Cambridgeshire,Type of placement,Placement not recorded,x,x,x
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,All residential placements,All residential placements,2,0,2
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Child or young persons age,age 10,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Child or young persons age,age 11,1,0,1
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Child or young persons age,age 12,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Child or young persons age,age 13,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Child or young persons age,age 14,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Child or young persons age,age 15,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Child or young persons age,age 16,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Child or young persons age,age 17,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Child or young persons age,age 18,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Child or young persons age,age 19,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Child or young persons age,age 2 and under,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Child or young persons age,age 20 and over,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Child or young persons age,age 3,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Child or young persons age,age 4,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Child or young persons age,age 5,1,0,1
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Child or young persons age,age 6,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Child or young persons age,age 7,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Child or young persons age,age 8,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Child or young persons age,age 9,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Ethnicity,Any other ethnic group,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Ethnicity,Asian - Any other Asian background,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Ethnicity,Asian - Bangladeshi,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Ethnicity,Asian - Chinese,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Ethnicity,Asian - Indian,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Ethnicity,Asian - Pakistani,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Ethnicity,Black - Any other Black background,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Ethnicity,Black - Black African,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Ethnicity,Black - Black Caribbean,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Ethnicity,Mixed - Any other Mixed background,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Ethnicity,Mixed - White and Asian,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Ethnicity,Mixed - White and Black African,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Ethnicity,Mixed - White and Black Caribbean,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Ethnicity,Unclassified,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Ethnicity,White - Any other White background,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Ethnicity,White - Gypsy/Roma,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Ethnicity,White - Irish,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Ethnicity,White - White British,2,0,2
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Sex,Female,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Sex,Male,2,0,2
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,AP/PRU - academy,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,AP/PRU - total,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,Educated elsewhere - elective home education,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,Educated elsewhere - NEET,1,0,1
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,Educated elsewhere - not in education or training (compulsory school age),0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,Educated elsewhere - not in education or training (notice to cease issued),0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,Educated elsewhere - not in education or training (other),0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,Educated elsewhere - online provider,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,Educated elsewhere - other arrangements by LA,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,Educated elsewhere - other placement settings,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,Educated elsewhere - total,1,0,1
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,FE - general FE and tertiary colleges,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,FE - specialist post-16 institutions,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,FE - total,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,FE - UKRLP provider,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,Mainstream - academy,1,0,1
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,Mainstream - academy (resourced provision),0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,Mainstream - free school,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,Mainstream - independent,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,Mainstream - LA maintained,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,Mainstream - LA maintained (resourced provision),0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,Mainstream - total,1,0,1
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,Non-maintained early years,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,Placement not recorded,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,Special - academy/free school,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,Special - independent,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,Special - LA maintained,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Type of placement,Special - total,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,All residential placements,All residential placements,51,27,78
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Child or young persons age,age 10,0,1,1
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Child or young persons age,age 11,6,1,7
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Child or young persons age,age 12,6,2,8
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Child or young persons age,age 13,7,4,11
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Child or young persons age,age 14,4,8,12
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Child or young persons age,age 15,13,1,14
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Child or young persons age,age 16,4,2,6
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Child or young persons age,age 17,1,2,3
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Child or young persons age,age 18,4,3,7
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Child or young persons age,age 19,2,3,5
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Child or young persons age,age 2 and under,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Child or young persons age,age 20 and over,2,0,2
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Child or young persons age,age 3,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Child or young persons age,age 4,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Child or young persons age,age 5,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Child or young persons age,age 6,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Child or young persons age,age 7,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Child or young persons age,age 8,1,0,1
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Child or young persons age,age 9,1,0,1
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Ethnicity,Any other ethnic group,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Ethnicity,Asian - Any other Asian background,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Ethnicity,Asian - Bangladeshi,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Ethnicity,Asian - Chinese,1,0,1
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Ethnicity,Asian - Indian,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Ethnicity,Asian - Pakistani,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Ethnicity,Black - Any other Black background,1,0,1
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Ethnicity,Black - Black African,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Ethnicity,Black - Black Caribbean,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Ethnicity,Mixed - Any other Mixed background,0,2,2
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Ethnicity,Mixed - White and Asian,1,0,1
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Ethnicity,Mixed - White and Black African,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Ethnicity,Mixed - White and Black Caribbean,1,0,1
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Ethnicity,Unclassified,1,5,6
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Ethnicity,White - Any other White background,1,1,2
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Ethnicity,White - Gypsy/Roma,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Ethnicity,White - Irish,1,0,1
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Ethnicity,White - Traveller of Irish heritage,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Ethnicity,White - White British,44,19,63
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Sex,Female,9,5,14
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Sex,Male,42,22,64
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,AP/PRU - academy,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,AP/PRU - free school,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,AP/PRU - LA maintained,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,AP/PRU - total,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Educated elsewhere - elective home education,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Educated elsewhere - NEET,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Educated elsewhere - not in education or training (compulsory school age),0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Educated elsewhere - not in education or training (notice to cease issued),0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Educated elsewhere - not in education or training (other),0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Educated elsewhere - other arrangements by LA,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Educated elsewhere - other arrangements by parents,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Educated elsewhere - other schools and establishments,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Educated elsewhere - total,0,2,2
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Educated elsewhere - Welsh establishment,0,2,2
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,FE - general FE and tertiary colleges,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,FE - specialist post-16 institutions,1,0,1
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,FE - total,1,0,1
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,FE - UKRLP provider,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Mainstream - academy,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Mainstream - academy (resourced provision),0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Mainstream - academy (SEN unit),0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Mainstream - free school,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Mainstream - free school (resourced provision),0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Mainstream - independent,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Mainstream - LA maintained,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Mainstream - LA maintained (resourced provision),0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Mainstream - LA maintained (SEN unit),0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Mainstream - total,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Non-maintained early years,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Placement not recorded,0,2,2
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Special - academy/free school,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Special - independent,19,20,39
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Special - LA maintained,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Special - non-maintained,31,3,34
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Special - total,50,23,73
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,All residential placements,All residential placements,0,7,7
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 10,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 11,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 12,0,1,1
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 13,0,1,1
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 14,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 15,0,1,1
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 16,0,2,2
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 17,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 18,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 19,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 2 and under,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 20 and over,0,2,2
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 3,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 4,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 5,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 6,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 7,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 8,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 9,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Any other ethnic group,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Asian - Any other Asian background,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Asian - Bangladeshi,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Asian - Chinese,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Asian - Indian,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Asian - Pakistani,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Black - Any other Black background,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Black - Black African,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Black - Black Caribbean,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Mixed - Any other Mixed background,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Mixed - White and Asian,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Mixed - White and Black African,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Mixed - White and Black Caribbean,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Unclassified,0,1,1
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,White - Any other White background,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,White - Gypsy/Roma,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,White - Irish,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,White - White British,0,6,6
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Sex,Female,0,4,4
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Sex,Male,0,3,3
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,AP/PRU - academy,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,AP/PRU - free school,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,AP/PRU - total,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Educated elsewhere - elective home education,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Educated elsewhere - NEET,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Educated elsewhere - not in education or training (compulsory school age),0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Educated elsewhere - not in education or training (notice to cease issued),0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Educated elsewhere - not in education or training (other),0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Educated elsewhere - other arrangements by LA,0,1,1
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Educated elsewhere - other placement settings,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Educated elsewhere - total,0,1,1
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,FE - general FE and tertiary colleges,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,FE - specialist post-16 institutions,0,1,1
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,FE - total,0,1,1
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,FE - UKRLP provider,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Mainstream - academy,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Mainstream - academy (resourced provision),0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Mainstream - academy (SEN unit),0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Mainstream - independent,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Mainstream - LA maintained,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Mainstream - LA maintained (SEN unit),0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Mainstream - total,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Non-maintained early years,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Placement not recorded,0,0,0
